A,B,C,G,R,X6,X8,Class
14,660.69,609.8,82.22,253,55.7312,0.3096,E
16,647.34,599.8,84.54,325,29.2308,0.1716,E
16,653.65,599.8,84.54,388,16.7526,0.1391,E
13,663.03,619.79,84.54,370,31.0811,0.1754,E
16,657.74,589.8,84.54,576,53.125,0.2073,E
18,662.1,589.8,84.54,575,30.9565,0.1756,E
14,671.92,619.79,84.54,191,29.8429,0.3544,E
12,676.02,649.78,84.54,79,49.3671,0.2219,E
16,667.03,599.8,82.22,309,72.8155,0.1874,E
21,646.38,599.8,82.22,314,59.5541,0.1406,E
23,652.28,609.8,83.36,181,22.6519,0.2091,E
22,671.87,619.79,76.95,391,29.9233,0.2077,E
21,693.34,619.79,74.1,1344,9.4494,0.20600000000000002,E
20,713.01,639.79,74.1,1253,9.8962,0.1403,E
20,663.03,349.88,75.97,1745,57.4212,0.1754,E
19,652.51,349.88,76.95,1581,73.6875,0.1742,E
19,684.77,609.8,80.03,460,63.4783,0.1391,E
23,668.35,619.79,82.22,159,70.4403,0.1425,E
22,663.5,619.79,83.36,131,42.7481,0.2804,E
23,672.57,619.79,78.97,394,42.3858,0.1729,E
23,681.92,629.79,78.97,541,47.3198,0.1397,E
22,678.11,629.79,80.03,511,18.1996,0.1404,E
20,664.43,619.79,80.03,274,28.8321,0.21,E
19,670.94,619.79,83.36,133,32.3308,0.20800000000000002,E
16,684.77,659.78,83.36,82,39.0244,0.1739,E
18,680.7,359.88,78.97,216,34.7222,0.205,E
21,701.72,629.79,78.97,293,17.0648,0.139,E
21,700.01,649.78,81.11,275,27.2727,0.1394,E
25,666.99,579.81,80.03,477,25.7862,0.1395,E
26,641.34,579.81,80.03,378,16.4021,0.2772,E
22,635.34,559.81,82.22,491,43.5845,0.3498,E
14,645.69,559.81,82.22,624,26.4423,0.1408,E
16,655.64,359.88,81.11,391,26.087,0.1488,E
23,678.31,599.8,81.11,236,38.5593,0.1798,E
24,703.67,679.77,81.11,45,31.1111,0.312,E
24,708.54,679.77,81.11,84,19.0476,0.3442,E
23,698.58,359.88,82.22,48,62.5,0.1704,E
23,707.81,689.77,81.11,53,30.1887,0.2412,E
25,693.91,619.79,81.11,319,11.2853,0.24600000000000002,E
23,701.52,619.79,65.96,1191,48.0269,0.1426,E
22,733.35,669.78,65.96,874,70.0229,0.1399,E
23,721.01,689.77,76.95,376,23.1383,0.3121,E
24,702.45,679.77,82.22,36,61.1111,0.1736,E
22,694.65,639.79,83.36,124,25.0,0.1756,E
23,656.14,589.8,83.36,339,56.6372,0.1386,E
24,656.29,589.8,80.03,297,59.596000000000004,0.2481,E
17,698.06,659.78,77.95,189,46.5608,0.1398,E
11,690.26,659.78,82.22,126,57.9365,0.212,E
11,677.63,659.78,84.54,70,31.4286,0.2108,E
12,673.73,619.79,81.11,274,8.0292,0.3107,E
19,670.01,619.79,81.11,320,15.3125,0.1388,E
18,679.54,609.8,81.11,209,75.1196,0.1752,E
13,704.89,609.8,75.97,285,55.4386,0.17300000000000001,E
14,743.44,689.77,61.24,1549,37.1207,0.1416,E
11,743.17,669.78,61.24,1831,46.8596,0.1771,E
16,707.51,639.79,78.97,204,18.6275,0.1413,E
12,703.42,639.79,80.03,231,6.4935,0.2427,E
8,708.51,659.78,81.11,76,43.4211,0.3529,E
14,690.01,359.88,82.22,284,15.1408,0.2761,E
16,680.73,589.8,77.95,473,39.5349,0.2798,E
13,690.26,589.8,77.95,425,37.6471,0.3534,E
10,694.16,659.78,80.03,190,35.2632,0.1405,E
10,678.82,659.78,85.74,41,65.8537,0.1403,E
8,700.74,659.78,68.99,667,62.5187,0.2088,E
12,700.74,559.81,68.99,763,71.9528,0.2088,E
18,671.68,559.81,78.97,433,45.9584,0.1418,E
20,678.82,619.79,82.22,213,24.4131,0.3508,E
20,689.06,659.78,82.22,66,42.4242,0.3455,E
20,686.68,649.78,83.36,48,50.0,0.2427,E
22,672.1,629.79,83.36,190,34.7368,0.2768,E
23,659.08,609.8,82.22,512,32.2266,0.1764,E
19,647.97,609.8,82.22,210,53.3333,0.1403,E
14,666.52,609.8,81.11,169,29.5858,0.2094,E
10,687.09,649.78,81.11,90,35.5556,0.142,E
15,692.63,659.78,83.36,32,59.375,0.1719,E
21,700.74,689.77,83.36,27,40.7407,0.174,E
20,705.51,689.77,83.36,24,50.0,0.3544,E
21,701.72,649.78,82.22,67,71.6418,0.3128,E
17,687.87,649.78,82.22,74,74.3243,0.2769,E
15,678.35,369.88,66.69,2154,78.4123,0.3159,E
16,661.87,319.89,66.69,4237,82.7236,0.3162,E
14,673.03,319.89,76.95,2752,63.4084,0.1728,E
11,718.26,349.88,42.27,22585,79.6148,0.2785,E
11,765.15,449.85,41.11,11589,51.5834,0.1413,E
10,750.54,689.77,41.11,12629,63.9401,0.1753,E
9,681.59,319.89,76.95,2145,49.5571,0.1334,E
14,700.2,569.81,73.2,667,57.7211,0.3106,E
23,685.03,619.79,73.2,821,54.6894,0.1537,E
25,675.25,619.79,81.11,225,17.3333,0.3526,E
24,691.23,609.8,65.24,1870,55.8824,0.247,E
24,705.37,609.8,65.24,1850,57.8378,0.2766,E
24,730.53,659.78,67.44,985,47.2081,0.2457,E
24,721.26,639.79,75.03,402,43.2836,0.1733,E
24,702.45,639.79,76.95,497,21.7304,0.1389,E
24,700.0,649.78,76.95,316,30.0633,0.1361,E
25,673.58,619.79,76.95,462,30.303,0.1414,E
26,661.82,619.79,84.54,275,17.4545,0.20600000000000002,E
24,658.87,599.8,78.97,367,29.9728,0.1725,E
15,688.31,599.8,78.97,390,33.5897,0.1772,E
13,715.01,649.78,80.03,165,41.8182,0.1399,E
21,659.1,579.81,80.03,166,77.7108,0.1724,E
21,663.5,579.81,81.11,197,30.4569,0.1753,E
15,701.52,669.78,81.11,81,53.0864,0.1426,E
20,690.75,659.78,82.22,105,48.5714,0.1766,E
23,690.25,659.78,83.36,97,39.1753,0.1725,E
22,698.79,659.78,80.03,339,15.9292,0.1396,E
20,707.57,659.78,73.2,355,50.7042,0.2068,E
23,710.01,679.77,73.2,324,58.0247,0.2113,E
22,702.2,659.78,81.11,93,45.1613,0.3126,E
23,692.86,629.79,78.97,584,27.5685,0.2405,E
23,690.75,629.79,78.97,968,18.2851,0.3178,E
19,686.11,629.79,78.97,469,8.5288,0.3555,E
20,659.1,589.8,84.54,233,65.2361,0.2069,E
22,622.77,359.88,64.54,1183,68.3009,0.205,E
21,638.23,359.88,64.54,866,87.5289,0.2786,E
24,671.17,629.79,85.74,130,62.3077,0.2772,E
23,693.18,649.78,74.1,194,84.5361,0.1407,E
20,724.01,659.78,74.1,526,38.403,0.1727,E
19,705.86,609.8,75.03,639,21.9092,0.1728,E
24,660.71,599.8,80.03,138,63.0435,0.17600000000000002,E
24,672.8,609.8,80.03,311,36.6559,0.1383,E
18,697.08,659.78,80.03,133,69.1729,0.2449,E
22,669.78,349.88,83.36,271,41.3284,0.1357,E
17,686.6,609.8,77.95,348,35.6322,0.1421,E
14,718.73,679.77,77.95,138,76.8116,0.2854,E
19,726.42,679.77,75.97,310,30.9677,0.353,E
24,673.41,349.88,75.97,610,29.8361,0.2362,E
22,687.33,609.8,71.45,603,36.1526,0.2129,E
17,746.07,669.78,71.45,356,51.9663,0.3175,E
18,739.75,669.78,74.1,271,38.0074,0.1386,E
20,745.8,649.78,60.63,2045,74.4254,0.1764,E
22,707.57,609.8,60.63,1717,79.2662,0.1724,E
22,671.2,599.8,77.95,970,23.299,0.1419,E
12,724.89,629.79,76.95,561,13.5472,0.1415,E
11,735.25,379.87,76.95,120,31.6667,0.136,E
18,732.83,699.77,77.95,108,37.963,0.2449,E
24,687.15,619.79,80.03,116,41.3793,0.3465,E
24,673.58,619.79,76.95,339,63.4218,0.1767,E
22,701.72,659.78,76.95,400,58.5,0.3476,E
21,712.33,659.78,78.97,282,62.4113,0.36,E
22,709.51,659.78,78.97,203,60.0985,0.3524,E
21,715.66,659.78,69.79,892,90.0224,0.2508,E
21,736.68,669.78,67.44,1166,70.9262,0.2088,E
23,707.57,639.79,67.44,770,50.2597,0.1379,E
23,681.17,369.88,72.31,1113,46.7206,0.1366,E
24,670.24,609.8,72.31,808,52.7228,0.34700000000000003,E
26,656.06,589.8,73.2,710,39.8592,0.1418,E
24,675.25,579.81,45.82,10582,48.1572,0.2116,E
22,680.96,579.81,45.82,10190,52.6202,0.1748,E
23,685.96,649.78,78.97,382,37.6963,0.3471,E
21,688.34,659.78,78.97,173,48.5549,0.3459,E
18,696.6,669.78,75.97,253,50.1976,0.3501,E
16,703.52,679.77,74.1,323,47.3684,0.3198,E
19,677.72,329.89,45.13,4151,86.4611,0.1135,E
24,657.59,329.89,45.13,13898,62.9443,0.2226,E
24,721.04,609.8,57.71,2960,32.0946,0.1422,E
24,686.91,579.81,68.99,1001,57.5425,0.3466,E
24,658.87,579.81,82.22,581,19.9656,0.138,E
22,669.08,599.8,82.22,154,70.7792,0.139,E
23,666.99,599.8,83.36,259,59.4595,0.1395,E
22,682.39,649.78,82.22,158,51.8987,0.2094,E
22,691.23,649.78,81.11,274,72.9927,0.1411,E
26,686.44,649.78,81.11,278,48.5612,0.2428,E
24,683.11,649.78,83.36,198,25.7576,0.3137,E
25,684.77,659.78,83.36,87,49.4253,0.1391,E
25,681.2,659.78,82.22,124,31.4516,0.2447,E
26,697.82,659.78,73.2,364,60.1648,0.2796,E
24,693.58,649.78,73.2,361,58.7258,0.2746,E
26,665.23,359.88,81.11,172,63.9535,0.1367,E
26,681.63,599.8,48.02,6590,71.3657,0.2388,E
26,690.99,599.8,48.02,7207,68.8775,0.2118,E
24,694.53,629.79,78.97,289,40.8304,0.3428,E
25,695.13,659.78,81.11,197,27.4112,0.1754,E
25,683.49,609.8,81.11,325,43.3846,0.1701,E
20,600.63,499.83,82.22,514,43.1907,0.1387,E
18,565.97,499.83,95.27,104,52.8846,0.1699,E
22,597.93,549.82,93.78,204,19.6078,0.1394,E
19,621.07,579.81,89.58,358,17.3184,0.13699999999999998,E
16,638.01,589.8,84.54,472,19.4915,0.2438,E
16,639.34,589.8,84.54,374,36.8984,0.139,E
17,636.45,609.8,90.94,145,33.7931,0.3492,E
16,638.42,599.8,85.74,438,20.7763,0.17800000000000002,E
15,645.69,599.8,83.36,707,7.2136,0.17600000000000002,E
15,642.74,599.8,83.36,307,14.3322,0.3536,E
21,620.23,579.81,88.26,235,35.7447,0.1402,E
19,614.05,579.81,86.99,273,25.2747,0.2079,E
15,614.26,579.81,86.99,577,12.305,0.1732,E
14,603.55,569.81,90.94,307,12.0521,0.2071,E
14,602.57,569.81,88.26,307,26.3844,0.2119,E
13,610.65,579.81,88.26,340,28.8235,0.1394,E
12,604.05,569.81,90.94,256,21.4844,0.1409,E
11,593.14,569.81,93.78,135,32.5926,0.1405,E
10,603.76,569.81,92.34,165,12.7273,0.1725,E
11,597.15,559.81,92.34,260,16.5385,0.2051,E
10,598.34,559.81,92.34,365,13.4247,0.1393,E
9,608.95,569.81,85.74,646,17.6471,0.2096,E
10,625.01,569.81,51.3,5372,74.1065,0.1391,E
11,618.49,569.81,51.3,5521,74.8596,0.1406,E
10,600.01,569.81,95.27,295,18.3051,0.1736,E
10,596.74,569.81,95.27,186,24.1935,0.171,E
11,593.76,559.81,89.58,419,16.4678,0.1754,E
11,605.54,559.81,82.22,627,42.2648,0.1405,E
11,614.36,559.81,82.22,421,29.4537,0.1769,E
13,614.48,579.81,90.94,148,60.8108,0.1385,E
11,611.32,589.8,93.78,100,37.0,0.1422,E
11,611.71,579.81,89.58,269,12.6394,0.2087,E
10,601.93,559.81,90.94,158,44.3038,0.1414,E
12,593.76,539.82,89.58,450,30.6667,0.1754,E
11,598.76,539.82,89.58,601,26.9551,0.1392,E
11,600.42,549.82,92.34,326,14.1104,0.34700000000000003,E
10,602.3,569.81,92.34,188,35.6383,0.1384,E
11,596.68,539.82,93.78,221,14.4796,0.3492,E
11,597.3,539.82,93.78,281,29.8932,0.1744,E
11,600.65,559.81,90.94,542,27.6753,0.1417,E
11,613.27,559.81,84.54,703,33.8549,0.1418,E
11,619.79,569.81,84.54,689,30.479,0.1373,E
10,622.18,579.81,85.74,507,19.1321,0.1398,E
12,598.34,309.9,85.74,1092,71.0623,0.1393,E
13,595.84,309.9,68.99,2652,62.2549,0.1748,E
10,623.05,529.82,68.99,1236,67.8803,0.1396,E
10,616.18,569.81,90.94,339,29.2035,0.1727,E
10,628.7,559.81,50.44,5381,62.7764,0.2766,E
12,599.54,309.9,50.44,9515,52.0652,0.1756,E
12,531.73,309.9,70.61,5903,47.4335,0.1343,E
16,536.61,319.89,57.71,11716,69.4606,0.1758,E
17,563.41,329.89,54.56,18738,66.4532,0.284,E
18,571.01,309.9,55.06,18131,20.6773,0.1751,E
19,598.74,309.9,45.47,39667,62.8079,0.2488,E
18,560.41,309.9,45.47,34510,86.5894,0.2498,E
15,551.16,309.9,40.01,48397,62.8882,0.1745,E
14,597.72,309.9,40.01,55757,51.8034,0.3486,E
17,571.65,309.9,51.3,35867,54.8833,0.3213,E
20,539.44,309.9,53.59,19998,66.4916,0.3498,E
18,545.78,319.89,53.59,11512,89.9844,0.1409,E
19,515.01,309.9,66.69,8381,91.7432,0.1798,E
19,516.86,309.9,41.39,39766,62.4,0.2866,E
19,527.08,319.89,41.39,59913,79.547,0.2604,E
20,547.07,309.9,46.53,30437,84.2889,0.2867,E
18,522.23,309.9,54.56,12421,80.0258,0.2128,E
16,543.97,309.9,43.81,24352,71.5218,0.2081,E
19,595.01,309.9,38.23,41172,61.8576,0.2101,E
18,661.54,309.9,38.23,66261,36.2687,0.2223,E
18,581.68,359.88,47.63,43015,33.579,0.1612,E
15,511.5,309.9,61.24,4418,77.9312,0.3259,E
14,512.81,479.84,61.24,2834,73.6062,0.1368,E
12,516.26,479.84,62.52,2357,25.1167,0.1384,E
13,513.04,459.85,62.52,2484,24.7585,0.1392,E
14,514.47,459.85,60.02,3366,32.3827,0.1388,E
11,516.43,469.84,60.02,3357,32.6184,0.1383,E
12,498.82,459.85,113.25,12,66.6667,0.3398,E
10,502.94,459.85,113.25,54,35.1852,0.3428,E
12,517.65,489.84,107.18,69,13.0435,0.1756,E
12,532.42,499.83,57.16,3953,70.1493,0.1391,E
11,524.37,499.83,109.13,49,24.4898,0.3467,E
11,524.55,509.83,109.13,15,53.3333,0.1733,E
11,521.83,499.83,111.15,14,35.7143,0.2439,E
13,519.11,499.83,113.25,15,26.6667,0.344,E
12,513.16,479.84,113.25,10,40.0,0.2051,E
10,508.78,479.84,113.25,9,55.5556,0.3448,E
12,517.68,499.83,58.84,3547,68.6496,0.138,E
13,515.01,499.83,58.84,3570,68.7675,0.1387,E
12,504.04,349.88,90.94,76,93.4211,0.3133,E
14,507.9,349.88,90.94,74,95.9459,0.3109,E
13,514.65,499.83,113.25,18,33.3333,0.1388,F
11,522.5,499.83,60.02,3272,64.2726,0.1367,F
13,529.28,349.88,59.43,6298,68.2915,0.2748,F
12,518.58,349.88,59.43,3199,72.4289,0.3444,F
13,508.25,479.84,115.42,8,37.5,0.2071,F
12,514.83,499.83,111.15,21,14.2857,0.1387,F
11,528.73,499.83,111.15,41,24.3902,0.1376,F
13,530.19,519.83,111.15,5,20.0,0.1397,F
10,528.91,509.83,111.15,4,50.0,0.1719,F
13,524.11,509.83,111.15,11,72.7273,0.2044,F
12,520.19,509.83,111.15,13,38.4615,0.3146,F
15,520.92,509.83,113.25,7,57.1429,0.349,F
13,516.43,499.83,113.25,12,41.6667,0.242,F
12,515.9,499.83,113.25,18,27.7778,0.2423,F
13,526.92,499.83,61.24,3005,71.2812,0.138,F
12,530.01,509.83,61.24,3058,69.7515,0.1372,F
16,549.06,519.83,72.31,1203,49.5428,0.1718,F
22,608.95,519.83,72.31,1560,37.5641,0.2096,F
27,637.12,579.81,89.58,78,73.0769,0.1395,F
22,608.96,569.81,89.58,87,36.7816,0.2053,F
21,599.18,569.81,92.34,137,57.6642,0.1391,F
27,614.48,589.8,92.34,175,41.1429,0.1731,F
27,620.01,589.8,93.78,31,61.2903,0.1753,F
26,624.14,599.8,85.74,118,69.4915,0.1742,F
27,623.62,579.81,85.74,173,51.4451,0.2047,F
27,622.35,579.81,92.34,79,32.9114,0.1709,F
27,630.01,589.8,89.58,77,33.7662,0.1725,F
28,633.7,619.79,89.58,56,55.3571,0.1715,F
27,616.18,569.81,89.58,114,25.4386,0.1727,F
28,602.92,569.81,93.78,83,32.5301,0.311,F
28,618.92,569.81,92.34,89,55.0562,0.1405,F
26,632.83,599.8,90.94,61,68.8525,0.1374,F
27,624.79,569.81,90.94,87,82.7586,0.1392,F
21,597.51,569.81,92.34,117,69.2308,0.1743,F
16,581.61,549.82,96.81,113,48.6726,0.2063,F
15,568.44,529.82,98.39,171,31.5789,0.3105,F
13,570.21,529.82,95.27,210,29.5238,0.1403,F
15,579.41,549.82,95.27,194,21.134,0.3107,F
14,586.2,539.82,55.06,3854,64.0893,0.1365,F
18,609.38,539.82,50.02,10507,61.5304,0.3419,F
20,608.1,539.82,50.02,7323,61.7916,0.14,F
24,610.22,569.81,95.27,72,40.2778,0.1395,F
23,610.01,549.82,92.34,157,21.6561,0.2093,F
24,618.27,549.82,85.74,473,11.8393,0.1406,F
23,634.46,609.8,85.74,120,9.1667,0.3503,F
25,638.01,619.79,90.94,22,36.3636,0.1393,F
21,636.68,599.8,88.26,123,12.1951,0.1745,F
14,626.75,599.8,88.26,115,15.6522,0.2081,F
14,624.36,609.8,92.34,28,67.8571,0.1741,F
16,638.05,619.79,89.58,38,81.5789,0.1363,F
17,649.1,619.79,85.74,116,31.8966,0.3151,F
15,634.68,599.8,85.74,72,43.0556,0.2801,F
18,633.79,599.8,89.58,53,50.9434,0.1403,F
19,644.79,629.79,89.58,35,48.5714,0.282,F
16,642.51,619.79,88.26,69,21.7391,0.3537,F
15,639.34,619.79,86.99,94,72.3404,0.139,F
12,624.68,599.8,86.99,116,51.7241,0.1779,F
11,625.44,599.8,89.58,61,42.623000000000005,0.1738,F
10,641.38,609.8,89.58,62,64.5161,0.1417,F
12,644.79,619.79,89.58,42,52.381,0.141,F
13,641.56,619.79,89.58,36,50.0,0.3464,F
14,633.92,609.8,89.58,68,44.1176,0.1372,F
13,619.58,589.8,89.58,76,26.3158,0.1404,F
11,629.79,409.86,58.27,6615,81.0128,0.247,F
11,772.45,409.86,57.16,6979,81.4013,0.1749,F
9,940.02,779.74,55.57,6371,70.0989,0.2128,F
9,931.02,779.74,56.09,5731,87.87299999999999,0.2148,F
11,886.16,719.76,54.56,5416,71.7319,0.2184,F
10,874.4,719.76,54.56,7531,81.3039,0.2144,F
10,918.36,759.75,57.16,6634,87.9409,0.2178,F
11,908.41,749.75,56.09,5882,78.6977,0.2131,F
11,866.38,729.76,56.09,5749,63.6459,0.2099,F
10,873.46,729.76,58.27,4214,76.934,0.2147,F
11,923.69,789.74,54.07,4509,82.169,0.2165,F
10,887.52,699.77,58.27,4005,90.5618,0.2465,F
10,871.27,699.77,57.71,4017,82.1011,0.2152,F
9,874.08,709.76,57.71,4253,86.0569,0.2145,F
10,863.05,709.76,60.63,4927,85.5896,0.2107,F
10,903.89,729.76,57.16,5986,92.1316,0.1784,F
10,913.24,679.77,57.16,4099,91.2418,0.1766,F
13,860.62,679.77,57.71,5945,73.0025,0.2465,F
11,855.78,729.76,57.71,4874,77.2466,0.2125,F
12,848.2,699.77,59.43,4799,89.6854,0.2144,F
12,833.25,679.77,55.06,6606,58.9464,0.2118,F
12,862.74,679.77,55.06,6433,67.2159,0.2107,F
12,850.63,709.76,59.43,3701,88.3545,0.2138,F
12,850.02,709.76,56.09,5102,81.3995,0.2139,F
13,874.08,729.76,56.09,6376,71.032,0.2145,F
11,846.69,709.76,56.62,6590,67.4203,0.2505,F
11,866.07,709.76,56.62,6128,71.1978,0.2099,F
12,880.96,739.75,58.27,6165,95.5393,0.2128,F
13,853.96,709.76,58.27,7176,92.4889,0.2129,F
13,845.78,709.76,58.27,5620,94.1281,0.215,F
12,862.74,719.76,57.16,6240,78.6699,0.2459,F
12,863.05,719.76,57.16,5759,86.9943,0.2458,F
11,860.62,679.77,57.71,5288,82.205,0.2465,F
11,859.71,679.77,57.71,4013,74.9066,0.2467,F
12,852.14,709.76,56.62,3935,76.8234,0.2134,F
12,891.89,709.76,56.62,4197,74.4103,0.2102,F
12,906.79,809.73,57.16,2782,64.6657,0.2134,F
12,855.78,709.76,60.63,3717,82.4052,0.2479,F
12,823.25,709.76,60.63,4042,89.7575,0.2501,F
12,808.87,719.76,63.85,3132,94.2529,0.2473,F
12,845.01,719.76,57.16,5365,91.0904,0.2088,F
11,880.96,699.77,56.62,6359,75.7981,0.2483,F
12,865.17,699.77,56.62,6785,60.8548,0.2102,F
12,854.13,379.87,60.63,5801,96.1731,0.2066,F
15,853.05,739.75,60.63,4243,94.0137,0.1776,F
19,825.61,719.76,58.84,3345,89.417,0.2494,F
20,837.66,709.76,58.84,5745,89.2428,0.2107,F
18,845.01,709.76,58.84,4706,82.3842,0.2436,F
18,786.31,699.77,62.52,1900,80.4737,0.2907,F
22,744.5,379.87,72.31,1086,79.0055,0.2686,F
20,751.33,689.77,72.31,1054,91.0816,0.2452,F
19,761.06,689.77,70.61,1450,94.1379,0.242,F
19,782.44,699.77,66.69,2148,86.7318,0.2763,F
19,784.74,709.76,66.69,2429,85.7143,0.2478,F
18,817.67,709.76,60.02,4227,87.4379,0.1799,F
17,857.9,709.76,60.02,4621,95.0011,0.2473,F
20,825.9,719.76,62.52,3548,90.1071,0.2137,F
20,827.15,719.76,62.52,3101,92.2283,0.2073,F
18,840.9,719.76,61.24,4291,75.3204,0.2448,F
16,833.72,379.87,61.24,4609,91.0827,0.2399,F
19,852.44,719.76,61.24,3969,97.027,0.2133,F
20,843.15,389.87,62.52,4077,95.585,0.2033,F
20,858.2,729.76,61.88,4632,99.1796,0.2119,F
20,837.07,729.76,58.84,5013,72.6112,0.2108,F
17,835.9,709.76,56.09,6540,78.8226,0.2111,F
15,885.46,719.76,56.09,5786,76.1666,0.2396,F
16,871.27,729.76,57.71,4185,63.0346,0.2152,F
16,865.77,729.76,60.63,4097,76.5682,0.245,F
17,890.64,759.75,60.63,3442,96.8042,0.2456,F
18,891.89,779.74,59.43,4088,98.6546,0.2102,F
16,896.26,779.74,59.43,2869,97.5601,0.2441,F
15,869.71,379.87,58.84,3021,84.5415,0.2439,F
17,882.21,719.76,58.84,3254,81.5304,0.248,F
18,870.02,749.75,60.02,3413,69.5869,0.2514,F
18,841.48,369.88,58.27,5161,52.548,0.2447,F
18,880.33,749.75,58.27,4759,66.7577,0.213,F
17,893.76,389.87,58.27,4392,88.2514,0.2448,F
18,900.01,739.75,58.27,5247,92.7006,0.2431,F
18,876.37,739.75,57.16,4947,73.7821,0.242,F
18,886.98,719.76,57.16,5521,76.852,0.2392,F
19,903.14,729.76,60.02,4017,90.3162,0.2422,F
19,866.98,729.76,60.63,3665,86.5757,0.2097,F
20,864.56,729.76,58.84,4018,87.1578,0.2454,F
19,872.13,389.87,61.24,3148,96.1245,0.2432,F
20,874.71,719.76,60.63,3774,93.7467,0.2501,F
18,882.13,719.76,56.62,4691,91.3878,0.2405,F
17,906.26,739.75,56.62,4469,85.1421,0.2414,F
20,870.62,709.76,58.27,4867,82.9669,0.2088,F
19,865.01,379.87,57.16,4597,70.2632,0.272,F
18,882.83,729.76,57.16,4340,87.8341,0.2478,F
19,877.83,729.76,55.57,4950,70.9293,0.2136,F
19,869.4,729.76,55.57,4699,82.2303,0.2157,F
18,875.65,709.76,60.02,4678,91.8341,0.2141,F
18,871.9,709.76,60.63,3893,91.0866,0.2509,F
20,862.84,739.75,59.43,4897,78.7829,0.2535,F
17,864.12,729.76,59.43,5197,73.5039,0.2042,F
16,849.41,709.76,58.84,4484,76.8287,0.2141,F
19,865.47,709.76,58.27,5948,62.6933,0.2101,A
18,871.22,389.87,58.27,4924,79.6507,0.2435,A
18,879.39,759.75,58.84,4773,94.2384,0.2488,A
19,865.17,729.76,56.62,6724,79.5806,0.2102,A
18,878.46,729.76,56.62,4823,82.6871,0.2134,A
16,905.01,769.74,60.02,3603,91.5626,0.2417,A
18,884.86,379.87,60.02,3882,91.4477,0.2397,A
18,871.27,729.76,55.57,4988,70.2085,0.2511,A
17,879.39,699.77,55.57,5901,77.3428,0.2488,A
18,901.96,699.77,58.27,4214,73.8965,0.2146,A
18,911.7,809.73,58.27,2174,83.6707,0.2194,A
19,901.31,799.73,61.24,2095,95.3699,0.2147,A
20,869.41,749.75,61.24,3306,92.5892,0.244,A
21,836.01,379.87,61.88,4168,82.5816,0.2392,A
21,867.21,739.75,60.63,3905,84.1485,0.2162,A
19,871.53,769.74,60.02,3514,88.1332,0.2434,A
17,858.83,739.75,57.16,3921,67.8143,0.2397,A
17,877.83,739.75,57.16,4565,84.425,0.2136,A
17,908.08,759.75,57.16,4309,89.8816,0.2131,A
18,890.35,729.76,58.27,3655,85.171,0.2174,A
17,862.44,719.76,58.84,5383,86.0858,0.24600000000000002,A
18,868.83,379.87,58.84,4113,68.4415,0.237,A
19,902.92,759.75,60.63,2612,85.3369,0.2501,A
19,891.58,759.75,60.02,2555,90.137,0.2454,A
16,893.14,759.75,60.02,3559,92.9475,0.2449,A
17,863.95,729.76,60.63,4309,86.1453,0.2455,A
18,862.14,729.76,60.63,3966,87.4181,0.24600000000000002,A
17,875.02,739.75,61.24,3664,97.8985,0.25,A
16,875.96,739.75,60.63,4142,96.3061,0.2141,A
17,869.1,749.75,56.09,4399,93.6122,0.2441,A
17,883.14,749.75,56.09,2764,81.9103,0.2477,A
15,892.2,819.73,62.52,1290,91.5504,0.2452,A
14,904.21,829.72,61.88,1345,94.9442,0.2497,A
15,895.51,729.76,58.27,3604,76.4983,0.2522,A
12,904.21,729.76,58.27,3646,79.5666,0.2141,A
15,910.66,789.74,61.24,2151,96.6062,0.2125,A
16,901.96,769.74,59.43,3561,90.1994,0.2146,A
15,907.44,769.74,59.43,3047,86.8067,0.2133,A
15,918.08,829.72,60.02,1628,98.6486,0.2108,A
13,905.83,779.74,58.84,3186,92.5926,0.2493,A
12,906.47,769.74,55.06,5595,91.0456,0.2491,A
12,912.92,769.74,55.06,4095,83.5653,0.2473,A
12,907.12,769.74,58.84,3804,81.7298,0.2489,A
12,880.64,729.76,56.62,5303,92.9285,0.2484,A
12,865.59,379.87,56.62,4764,91.6457,0.2379,A
14,894.08,779.74,60.02,3448,92.6624,0.2447,A
16,847.95,729.76,60.02,3037,83.9315,0.2428,A
15,830.31,729.76,61.88,3121,96.5396,0.248,A
15,874.4,739.75,56.62,4674,77.3641,0.2144,A
13,886.27,729.76,56.62,4629,87.5783,0.2468,A
14,877.89,729.76,56.62,5391,75.4591,0.2416,A
14,895.33,729.76,56.62,4463,74.9944,0.2443,A
13,909.07,829.72,61.24,1934,94.8811,0.2063,A
13,876.07,379.87,60.02,2420,85.0413,0.2075,A
15,870.32,739.75,60.02,3552,78.1532,0.2437,A
15,871.83,739.75,61.24,3598,93.552,0.2433,A
15,842.45,699.77,61.24,3601,86.3649,0.2158,A
14,883.9,699.77,52.19,5953,70.4519,0.2555,A
12,960.01,759.75,52.19,5737,80.7042,0.2431,A
13,916.47,749.75,57.16,4293,51.8519,0.1408,A
12,886.67,379.87,54.56,4987,43.8941,0.2392,A
11,896.48,759.75,54.56,4714,47.412,0.2519,A
11,896.8,759.75,57.16,5403,68.7396,0.2518,A
12,893.76,779.74,59.43,3607,93.7621,0.2448,A
12,850.63,729.76,59.43,3170,87.5079,0.2494,A
16,857.29,729.76,58.84,3873,74.4384,0.2474,A
15,891.58,759.75,58.84,2276,72.4956,0.2454,A
13,903.89,819.73,61.24,1286,96.3453,0.2498,A
